County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population
Richmond,2000,8605,1714,25,49,473,1167,6891,1053,4511,1327,"445,235"
Richmond,2001,7693,1479,13,32,376,1058,6214,927,4224,1063,"448,961"
Richmond,2002,7848,1426,12,39,375,1000,6422,1010,4555,857,"452,813"
Richmond,2003,6957,1297,9,35,382,871,5660,792,4197,671,"455,939"
Richmond,2004,7102,1419,8,31,407,973,5683,801,4279,603,"456,846"
Richmond,2005,7065,1499,15,48,462,974,5566,803,4207,556,"457,028"
Richmond,2006,7136,1408,20,38,446,904,5728,675,4425,628,"457,577"
Richmond,2007,6839,1337,12,33,452,840,5502,759,4221,522,"459,642"
Richmond,2008,7508,1325,21,43,475,786,6183,810,4907,466,"463,701"
Richmond,2009,6962,1303,16,33,395,859,5659,629,4602,428,"466,965"
Richmond,2010,6819,1351,17,44,424,866,5468,611,4509,348,"470,102"
Richmond,2011,6801,1428,16,32,398,982,5373,723,4310,340,"473,499"
Richmond,2012,7146,1664,10,35,445,1174,5482,726,4444,312,"475,075"
Richmond,2013,7234,1658,7,32,526,1093,5576,669,4681,226,"478,250"
Richmond,2014,6865,1551,15,31,417,1088,5314,589,4505,220,"480,354"
Richmond,2015,6465,1651,14,94,456,1087,4814,557,4038,219,"482,745"
Richmond,2016,6313,1589,21,99,422,1047,4724,488,3989,247,"486,598"
Richmond,2017,5969,1451,13,90,328,1020,4518,401,3883,234,"490,246"
Richmond,2018,5738,1408,10,128,327,943,4330,342,3803,185,"492,946"
Richmond,2019,4789,1298,14,113,227,944,3491,262,3050,179,"494,545"
Richmond,2020,5042,1347,20,84,245,998,3695,286,3163,246,"495,122"
Richmond,2021,4845,1313,15,92,207,999,3532,194,3053,285,"494,101"
Richmond,2022,7181,1746,11,81,289,1365,5435,303,4613,519,"492,579"
Richmond,2023,8636,1723,19,85,311,1308,6913,363,5946,604,"495,182"
Richmond,2024,8054,1686,6,103,298,1279,6368,344,5545,479,"499,572"
Rockland,1990,17016,1418,10,80,356,972,15598,2858,11580,1160,"265,981"
Rockland,1991,15820,1574,14,80,398,1082,14246,3002,10262,982,"267,800"
Rockland,1992,15430,1460,14,92,436,918,13970,2706,10308,956,"269,753"
Rockland,1993,15296,1236,14,70,392,760,14060,2380,10914,766,"272,523"
Rockland,1994,14756,1318,14,54,372,878,13438,2380,10298,760,"274,855"
Rockland,1995,17174,1534,16,54,592,872,15640,2746,11952,942,"276,649"
Rockland,1996,15594,1316,12,44,394,866,14278,2394,11128,756,"277,714"
Rockland,1997,14874,1492,4,56,446,986,13382,2504,10202,676,"279,082"
Rockland,1998,14024,1420,10,76,352,982,12604,1924,10026,654,"282,044"
Rockland,1999,13414,1478,12,60,434,972,11936,1574,9604,758,"285,265"
Rockland,2000,12018,1270,12,46,336,876,10748,1578,8486,684,"287,720"
Rockland,2001,12198,1438,8,66,394,970,10760,1770,8358,632,"290,613"
Rockland,2002,10818,1298,8,44,344,902,9520,1472,7574,474,"293,728"
Rockland,2003,9892,1108,12,38,278,780,8784,1256,7126,402,"296,224"
Rockland,2004,10464,1142,10,54,352,726,9322,1106,7774,442,"297,562"
Rockland,2005,9516,1082,10,48,250,774,8434,1078,7004,352,"298,737"
Rockland,2006,9492,1014,6,58,326,624,8478,1086,7024,368,"299,390"
Rockland,2007,8954,1090,2,56,322,710,7864,1016,6490,358,"301,668"
Rockland,2008,10094,1084,4,64,302,714,9010,1124,7606,280,"305,413"
Rockland,2009,9976,946,4,36,298,608,9030,996,7728,306,"308,652"
Rockland,2010,9732,928,4,40,296,588,8804,1174,7384,246,"312,793"
Rockland,2011,9310,1128,6,66,334,722,8182,1068,6900,214,"316,930"
Rockland,2012,8834,1010,4,58,300,648,7824,1104,6460,260,"319,873"
Rockland,2013,7686,802,8,56,192,546,6884,832,5866,186,"323,148"
Rockland,2014,7468,744,6,38,224,476,6724,758,5804,162,"326,165"
Rockland,2015,7636,986,8,128,254,596,6650,606,5854,190,"329,169"
Rockland,2016,7176,768,4,96,208,460,6408,524,5648,236,"330,652"
Rockland,2017,6882,806,2,140,202,462,6076,546,5342,188,"333,207"
Rockland,2018,6570,746,2,132,186,426,5824,378,5294,152,"335,450"
Rockland,2019,5860,764,12,122,152,478,5096,342,4610,144,"337,332"
Rockland,2020,5546,684,18,100,118,448,4862,448,4208,206,"337,429"
Rockland,2021,5268,746,12,88,108,538,4522,330,3948,244,"339,874"
Rockland,2022,7198,902,12,112,152,626,6296,414,5634,248,"342,154"
Rockland,2023,8252,902,6,118,188,590,7350,474,6670,206,"346,437"
Rockland,2024,8434,1014,6,112,192,704,7420,510,6692,218,"354,829"
Saratoga,1990,10304,952,2,54,66,830,9352,2120,6936,296,"182,259"
Saratoga,1991,10584,1116,2,54,56,1004,9468,2054,7114,300,"184,633"
Saratoga,1992,10330,1132,2,68,96,966,9198,2064,6916,218,"187,445"
Saratoga,1993,8554,1034,8,104,62,860,7520,1660,5652,208,"189,404"
Saratoga,1994,8308,912,10,48,44,810,7396,1650,5536,210,"191,966"
Saratoga,1995,8572,1038,4,40,70,924,7534,1664,5618,252,"193,253"
Saratoga,1996,8764,1048,2,58,88,900,7716,1854,5634,228,"193,937"
Saratoga,1997,6304,474,6,52,68,348,5830,1436,4180,214,"194,757"
Saratoga,1998,6022,418,4,38,52,324,5604,1360,4042,202,"196,513"
Saratoga,1999,5870,436,0,46,48,342,5434,1232,3994,208,"198,641"
Saratoga,2000,6052,526,4,46,54,422,5526,1124,4196,206,"201,514"
Saratoga,2001,6336,530,0,56,98,376,5806,1160,4458,188,"203,974"
Saratoga,2002,5720,524,10,78,64,372,5196,1004,3968,224,"206,446"
Saratoga,2003,5258,394,2,36,68,288,4864,946,3722,196,"209,410"
Saratoga,2004,5702,496,6,64,56,370,5206,942,4048,216,"211,478"
Saratoga,2005,5740,538,2,64,44,428,5202,896,4090,216,"212,975"
Saratoga,2006,6574,488,4,62,48,374,6086,1194,4692,200,"214,627"
Saratoga,2007,6066,410,0,54,44,312,5656,1020,4464,172,"215,798"
Saratoga,2008,6280,322,0,46,42,234,5958,1010,4784,164,"217,282"
Saratoga,2009,5846,346,2,48,74,222,5500,946,4428,126,"218,652"
Saratoga,2010,6472,302,0,44,52,206,6170,1098,4914,158,"220,255"
Saratoga,2011,6150,264,4,36,40,184,5886,1004,4766,116,"221,795"
Saratoga,2012,6482,306,4,36,38,228,6176,1084,4978,114,"223,715"
Saratoga,2013,6230,346,2,42,70,232,5884,988,4770,126,"225,867"
Saratoga,2014,5930,330,2,52,58,218,5600,896,4562,142,"226,849"
Saratoga,2015,5700,518,0,162,48,308,5182,720,4346,116,"228,953"
Saratoga,2016,5694,516,4,148,50,314,5178,650,4328,200,"230,489"
Saratoga,2017,5592,558,4,164,72,318,5034,696,4202,136,"233,142"
Saratoga,2018,5222,464,6,136,34,288,4758,534,4080,144,"234,483"
Saratoga,2019,4644,402,4,158,32,208,4242,444,3698,100,"234,518"
Saratoga,2020,4484,462,8,164,40,250,4022,514,3362,146,"235,815"
Saratoga,2021,5004,546,6,212,50,278,4458,494,3854,110,"237,939"
Saratoga,2022,5644,604,0,178,46,380,5040,522,4398,120,"238,523"
Saratoga,2023,5902,592,2,194,58,338,5310,462,4720,128,"238,699"
Saratoga,2024,5032,438,6,142,44,246,4594,502,3972,120,"239,834"
Schenectady,1990,11848,774,20,96,290,368,11074,3178,7202,694,"149,519"
Schenectady,1991,12728,1284,6,80,344,854,11444,2868,7990,586,"150,616"
Schenectady,1992,13888,1848,6,92,370,1380,12040,3008,8360,672,"151,002"
Schenectady,1993,12812,1488,12,86,360,1030,11324,2880,7782,662,"150,979"
Schenectady,1994,13626,1566,0,70,590,906,12060,3340,8130,590,"150,713"
Schenectady,1995,13290,1232,20,80,518,614,12058,2948,8554,556,"150,355"
Schenectady,1996,12244,1114,8,54,508,544,11130,2776,7846,508,"149,351"
Schenectady,1997,11352,1002,12,40,518,432,10350,2686,7084,580,"148,557"
Schenectady,1998,11240,1126,16,74,474,562,10114,2238,7422,454,"147,738"
Schenectady,1999,10850,1140,10,72,424,634,9710,2312,6920,478,"146,857"
Schenectady,2000,10570,1118,8,92,480,538,9452,2092,6826,534,"146,581"
Schenectady,2001,10956,1238,10,112,504,612,9718,2204,6904,610,"146,334"
Schenectady,2002,10314,1126,16,106,390,614,9188,1910,6528,750,"147,199"
Schenectady,2003,9576,1108,24,98,382,604,8468,1864,6024,580,"147,891"
Schenectady,2004,10836,1226,20,96,392,718,9610,1818,7172,620,"148,900"
Schenectady,2005,11528,1416,16,96,558,746,10112,1990,7388,734,"150,200"
Schenectady,2006,12370,1598,14,116,688,780,10772,2830,7152,790,"151,768"
Schenectady,2007,10710,1378,10,72,576,720,9332,2052,6564,716,"152,275"
Schenectady,2008,11286,1480,18,86,622,754,9806,2250,6976,580,"153,360"
Schenectady,2009,11660,1304,14,82,516,692,10356,2038,7802,516,"154,050"
Schenectady,2010,12042,1496,16,114,558,808,10546,2280,7826,440,"154,931"
Schenectady,2011,11058,1374,8,86,438,842,9684,2290,6962,432,"155,205"
Schenectady,2012,11184,1382,14,74,452,842,9802,2120,7294,388,"155,626"
Schenectady,2013,10756,1348,22,70,458,798,9408,2016,7000,392,"155,819"
Schenectady,2014,10184,1196,12,76,338,770,8988,1758,6908,322,"156,148"
Schenectady,2015,9244,1334,20,156,352,806,7910,1246,6334,330,"156,130"
Schenectady,2016,9370,1386,14,160,332,880,7984,1146,6340,498,"156,089"
Schenectady,2017,9204,1346,4,156,328,858,7858,1052,6362,444,"156,591"
Schenectady,2018,9232,1430,2,150,310,968,7802,996,6258,548,"157,467"
Schenectady,2019,7910,1214,6,152,294,762,6696,742,5580,374,"157,939"
Schenectady,2020,7710,1120,12,82,216,810,6590,802,5298,490,"157,874"
Schenectady,2021,7740,1066,10,120,174,762,6674,744,5430,500,"159,796"
Schenectady,2022,9300,1238,16,112,262,848,8062,892,6652,518,"159,790"
Schenectady,2023,8602,1164,8,114,266,776,7438,662,6290,486,"160,129"
Schenectady,2024,8874,1274,24,122,234,894,7600,910,6282,408,"161,747"
Schoharie,1990,1498,104,0,4,2,98,1394,478,866,50,"31,938"
Schoharie,1991,1482,114,0,22,8,84,1368,474,858,36,"32,454"
Schoharie,1992,1366,118,4,20,4,90,1248,494,718,36,"32,659"
Schoharie,1993,1174,98,0,12,12,74,1076,380,666,30,"32,605"
Schoharie,1994,1080,94,0,8,6,80,986,304,662,20,"32,356"
Schoharie,1995,1172,102,0,4,0,98,1070,366,678,26,"32,137"
Schoharie,1996,1176,90,0,2,8,80,1086,388,682,16,"32,111"
Schoharie,1997,1052,78,6,8,8,56,974,328,618,28,"31,557"
Schoharie,1998,940,66,0,4,4,58,874,316,540,18,"31,279"
Schoharie,1999,1026,86,2,12,4,68,940,226,680,34,"31,537"
Schoharie,2000,1110,52,0,4,2,46,1058,280,764,14,"31,514"
Schoharie,2001,1266,92,2,10,10,70,1174,200,938,36,"31,794"
Schoharie,2002,1280,134,0,34,6,94,1146,246,866,34,"31,785"
Schoharie,2003,1296,80,0,24,4,52,1216,246,922,48,"32,032"
Schoharie,2004,1046,90,0,16,4,70,956,174,746,36,"32,310"
Schoharie,2005,996,66,0,18,2,46,930,156,752,22,"32,534"
Schoharie,2006,958,56,4,10,2,40,902,156,720,26,"32,661"
Schoharie,2007,1134,66,0,8,2,56,1068,304,740,24,"32,894"
Schoharie,2008,1210,44,0,8,4,32,1166,302,840,24,"32,890"
Schoharie,2009,1144,54,2,8,8,36,1090,290,782,18,"32,776"
Schoharie,2010,934,34,0,4,6,24,900,196,686,18,"32,649"
Schoharie,2011,866,30,0,6,2,22,836,244,566,26,"32,444"
Schoharie,2012,988,38,0,12,2,24,950,260,666,24,"31,724"
Schoharie,2013,1072,54,0,16,10,28,1018,234,766,18,"31,447"
Schoharie,2014,760,22,0,2,2,18,738,144,570,24,"31,173"
Schoharie,2015,804,76,2,40,0,34,728,126,578,24,"30,674"
Schoharie,2016,768,72,0,50,6,16,696,132,540,24,"30,443"
Schoharie,2017,628,74,0,50,0,24,554,134,398,22,"30,246"
Schoharie,2018,640,54,2,26,6,20,586,90,484,12,"30,028"
Schoharie,2019,470,92,0,36,2,54,378,70,290,18,"29,758"
Schoharie,2020,630,86,0,24,8,54,544,62,458,24,"29,758"
Schoharie,2021,578,74,2,30,0,42,504,56,432,16,"30,147"
Schoharie,2022,500,60,2,14,6,38,440,46,366,28,"30,059"
Schoharie,2023,344,36,2,20,2,12,308,50,234,24,"30,140"
Schoharie,2024,462,44,0,10,2,32,418,48,356,14,"30,235"
Schuyler,1990,1292,38,0,14,2,22,1254,232,980,42,"18,705"
Schuyler,1991,1166,60,0,12,0,48,1106,288,756,62,"18,820"
Schuyler,1992,992,70,8,8,0,54,922,252,646,24,"18,907"
Schuyler,1993,856,76,0,2,10,64,780,186,546,48,"18,965"
Schuyler,1994,676,72,2,12,6,52,604,140,424,40,"18,973"
Schuyler,1995,1008,76,0,14,4,58,932,180,710,42,"19,128"
Schuyler,1996,702,44,0,12,0,32,658,156,476,26,"19,089"
Schuyler,1997,636,32,0,10,4,18,604,178,400,26,"19,023"
Schuyler,1998,718,20,0,4,4,12,698,226,454,18,"19,143"
Schuyler,1999,902,52,0,8,4,40,850,240,582,28,"19,117"
Schuyler,2000,846,42,4,2,0,36,804,166,616,22,"19,232"
Schuyler,2001,780,62,0,8,6,48,718,136,558,24,"19,175"
Schuyler,2002,648,58,6,10,2,40,590,104,470,16,"19,179"
Schuyler,2003,644,42,0,4,4,34,602,112,472,18,"19,151"
Schuyler,2004,694,24,0,2,0,22,670,94,552,24,"19,034"
Schuyler,2005,682,60,0,8,0,52,622,120,490,12,"18,880"
Schuyler,2006,426,24,0,4,2,18,402,82,304,16,"18,752"
Schuyler,2007,334,38,0,4,2,32,296,62,226,8,"18,707"
Schuyler,2008,414,30,0,6,2,22,384,70,306,8,"18,644"
Schuyler,2009,348,36,0,8,2,26,312,76,226,10,"18,398"
Schuyler,2010,396,22,0,2,4,16,374,64,296,14,"18,346"
Schuyler,2011,344,36,0,10,0,26,308,64,230,14,"18,446"
Schuyler,2012,370,42,2,8,2,30,328,80,230,18,"18,549"
Schuyler,2013,330,28,0,0,2,26,302,66,222,14,"18,455"
Schuyler,2014,330,20,0,0,0,20,310,40,260,10,"18,267"
Schuyler,2015,298,28,0,18,4,6,270,40,228,2,"18,140"
Schuyler,2016,236,26,0,8,0,18,210,46,158,6,"18,098"
Schuyler,2017,140,30,0,22,0,8,110,26,80,4,"18,052"
Schuyler,2018,120,30,0,10,0,20,90,10,72,8,"18,003"
Schuyler,2019,132,20,0,8,0,12,112,22,84,6,"17,993"
Schuyler,2020,98,20,0,8,4,8,78,18,60,0,"17,863"
Schuyler,2021,102,20,0,12,0,8,82,16,60,6,"17,790"
Schuyler,2022,190,26,2,12,2,10,164,38,110,16,"17,591"
Schuyler,2023,134,30,0,20,0,10,104,24,70,10,"17,441"
Schuyler,2024,148,22,0,8,0,14,126,28,92,6,"17,141"
Seneca,1990,1586,104,0,14,2,88,1482,298,1136,48,"33,710"
Seneca,1991,1616,108,2,12,2,92,1508,306,1144,58,"33,768"
Seneca,1992,1406,72,2,0,2,68,1334,216,1092,26,"33,518"
Seneca,1993,1312,88,2,10,10,66,1224,188,1002,34,"32,871"
Seneca,1994,1574,94,0,12,4,78,1480,394,1044,42,"32,702"
Seneca,1995,1582,86,2,6,4,74,1496,274,1180,42,"32,698"
Seneca,1996,1570,92,2,8,8,74,1478,324,1108,46,"33,500"
Seneca,1997,1498,106,0,14,10,82,1392,240,1116,36,"33,362"
Seneca,1998,1584,132,0,8,22,102,1452,226,1194,32,"33,184"
Seneca,1999,1342,80,0,14,10,56,1262,240,990,32,"33,231"
Seneca,2000,1378,62,0,14,4,44,1316,208,1066,42,"33,343"
Seneca,2001,1212,114,10,14,18,72,1098,206,866,26,"34,764"
Seneca,2002,1272,110,2,6,12,90,1162,186,942,34,"35,046"
Seneca,2003,1212,88,0,22,2,64,1124,140,966,18,"35,212"
Seneca,2004,1172,74,0,14,4,56,1098,120,938,40,"35,312"
Seneca,2005,1174,74,0,18,4,52,1100,210,860,30,"35,177"
Seneca,2006,1180,92,0,8,8,76,1088,162,894,32,"35,223"
Seneca,2007,1130,92,0,12,2,78,1038,148,876,14,"35,469"
Seneca,2008,1330,92,2,18,8,64,1238,202,988,48,"35,370"
Seneca,2009,1302,96,0,6,10,80,1206,250,918,38,"35,286"
Seneca,2010,1320,104,0,28,8,68,1216,242,956,18,"35,265"
Seneca,2011,1362,126,2,14,8,102,1236,224,976,36,"35,294"
Seneca,2012,1706,118,0,10,6,102,1588,238,1330,20,"35,299"
Seneca,2013,1588,124,4,16,10,94,1464,246,1198,20,"35,165"
Seneca,2014,1442,114,2,10,4,98,1328,184,1110,34,"34,788"
Seneca,2015,1460,124,0,34,12,78,1336,216,1078,42,"34,687"
Seneca,2016,1286,134,0,54,2,78,1152,190,938,24,"34,575"
Seneca,2017,1142,146,0,44,10,92,996,144,846,6,"34,119"
Seneca,2018,934,98,6,42,4,46,836,80,738,18,"34,078"
Seneca,2019,880,90,0,44,2,44,790,72,704,14,"33,966"
Seneca,2020,876,110,2,54,2,52,766,58,676,32,"33,445"
Seneca,2021,1080,134,2,58,6,68,946,110,798,38,"33,237"
Seneca,2022,1010,172,2,46,6,118,838,62,728,48,"32,676"
Seneca,2023,896,86,0,32,6,48,810,74,696,40,"32,449"
Seneca,2024,1112,106,2,12,8,84,1006,82,886,38,"32,671"
St Lawrence,1990,7082,562,0,30,32,500,6520,1484,4820,216,"112,158"
St Lawrence,1991,7706,418,4,24,18,372,7288,1586,5514,188,"113,052"
St Lawrence,1992,7620,466,6,32,28,400,7154,1414,5592,148,"114,054"
St Lawrence,1993,6894,436,2,60,10,364,6458,1292,4980,186,"114,867"
St Lawrence,1994,6892,416,4,54,30,328,6476,1394,4930,152,"114,495"
St Lawrence,1995,6420,410,2,56,38,314,6010,1224,4612,174,"114,317"
St Lawrence,1996,6532,388,0,32,24,332,6144,1434,4550,160,"113,888"
St Lawrence,1997,6332,412,2,50,28,332,5920,1238,4456,226,"112,867"
St Lawrence,1998,6016,378,0,34,20,324,5638,1458,4042,138,"112,261"
St Lawrence,1999,5696,394,4,50,6,334,5302,1230,3960,112,"112,202"
St Lawrence,2000,5616,468,6,26,4,432,5148,1158,3852,138,"111,864"
St Lawrence,2001,5052,450,0,54,12,384,4602,990,3478,134,"111,497"
St Lawrence,2002,5046,528,4,70,16,438,4518,882,3494,142,"111,292"
St Lawrence,2003,5158,432,2,90,30,310,4726,1080,3510,136,"111,329"
St Lawrence,2004,5288,288,0,50,22,216,5000,1122,3704,174,"111,468"
St Lawrence,2005,5346,348,8,48,16,276,4998,1090,3772,136,"111,606"
St Lawrence,2006,5398,316,6,60,14,236,5082,1238,3696,148,"111,556"
St Lawrence,2007,4636,392,2,44,12,334,4244,774,3384,86,"111,586"
St Lawrence,2008,4654,420,0,52,10,358,4234,858,3272,104,"111,684"
St Lawrence,2009,3636,388,0,74,22,292,3248,834,2338,76,"112,169"
St Lawrence,2010,4964,282,4,48,38,192,4682,948,3618,116,"111,850"
St Lawrence,2011,5030,286,4,42,20,220,4744,1070,3584,90,"112,432"
St Lawrence,2012,4482,244,0,28,22,194,4238,834,3324,80,"112,645"
St Lawrence,2013,3930,224,2,20,24,178,3706,690,2940,76,"112,339"
St Lawrence,2014,3518,194,6,40,24,124,3324,568,2696,60,"111,962"
St Lawrence,2015,3342,286,4,106,28,148,3056,558,2440,58,"110,999"
St Lawrence,2016,3478,346,2,132,44,168,3132,552,2520,60,"110,221"
St Lawrence,2017,3024,268,2,88,24,154,2756,416,2266,74,"109,597"
St Lawrence,2018,2802,306,2,128,32,144,2496,476,1962,58,"109,477"
St Lawrence,2019,2228,210,0,64,18,128,2018,364,1576,78,"108,824"
St Lawrence,2020,2264,274,2,100,14,158,1990,324,1622,44,"108,182"
St Lawrence,2021,2384,338,4,134,16,184,2046,298,1672,76,"107,563"
St Lawrence,2022,2676,300,8,100,30,162,2376,390,1862,124,"106,900"
St Lawrence,2023,2978,304,10,106,12,176,2674,412,2164,98,"106,607"
St Lawrence,2024,3060,338,6,82,14,236,2722,464,2188,70,"106,168"
Steuben,1990,6820,492,0,16,24,452,6328,1108,5014,206,"99,286"
Steuben,1991,7018,400,2,26,14,358,6618,1418,4988,212,"99,835"
Steuben,1992,6878,488,4,16,22,446,6390,1430,4758,202,"100,232"
Steuben,1993,6008,410,4,34,28,344,5598,1302,4148,148,"100,550"
Steuben,1994,6606,442,0,38,28,376,6164,1230,4820,114,"100,634"
Steuben,1995,6932,428,8,32,26,362,6504,1340,5028,136,"99,950"
Steuben,1996,5760,408,2,34,34,338,5352,1038,4248,66,"99,212"
Steuben,1997,5874,432,0,40,30,362,5442,1010,4280,152,"98,907"
Steuben,1998,5450,356,0,30,46,280,5094,1186,3796,112,"98,657"
Steuben,1999,4854,372,2,36,28,306,4482,1080,3316,86,"98,458"
Steuben,2000,4098,274,0,22,34,218,3824,788,2946,90,"98,764"
Steuben,2001,4050,240,4,30,12,194,3810,910,2814,86,"99,216"
Steuben,2002,2834,244,0,48,22,174,2590,594,1932,64,"99,583"
Steuben,2003,3032,252,0,68,38,146,2780,518,2166,96,"99,191"
Steuben,2004,4186,376,10,74,30,262,3810,724,2992,94,"98,983"
Steuben,2005,4306,404,4,94,32,274,3902,770,3026,106,"98,868"
Steuben,2006,3540,518,2,180,28,308,3022,590,2370,62,"98,473"
Steuben,2007,3102,320,4,72,32,212,2782,526,2192,64,"98,541"
Steuben,2008,2996,322,0,66,14,242,2674,552,2058,64,"98,726"
Steuben,2009,2802,268,4,46,22,196,2534,562,1928,44,"98,949"
Steuben,2010,3674,328,4,36,26,262,3346,740,2518,88,"98,938"
Steuben,2011,3374,276,4,54,34,184,3098,628,2394,76,"98,960"
Steuben,2012,3674,312,0,80,30,202,3362,696,2558,108,"98,620"
Steuben,2013,3082,246,2,42,26,176,2836,538,2250,48,"98,417"
Steuben,2014,3082,230,0,52,18,160,2852,492,2274,86,"97,618"
Steuben,2015,3170,378,2,158,24,194,2792,410,2320,62,"96,889"
Steuben,2016,3052,376,2,146,28,200,2676,462,2128,86,"96,189"
Steuben,2017,2536,342,2,158,16,166,2194,418,1710,66,"95,467"
Steuben,2018,2086,320,2,126,26,166,1766,346,1372,48,"94,839"
Steuben,2019,1808,276,0,106,16,154,1532,304,1164,64,"94,165"
Steuben,2020,1748,234,6,112,12,104,1514,334,1086,94,"93,371"
Steuben,2021,1686,334,4,160,10,160,1352,246,1050,56,"93,060"
Steuben,2022,1990,318,6,128,22,162,1672,362,1154,156,"92,427"
Steuben,2023,2492,406,0,118,28,260,2086,356,1626,104,"92,078"
Steuben,2024,2168,292,4,96,6,186,1876,328,1462,86,"91,939"
Suffolk,1990,122600,7572,70,310,3072,4120,115028,25936,73012,16080,"1,322,686"
Suffolk,1991,135394,7978,84,270,3670,3954,127416,28644,80080,18692,"1,326,777"
Suffolk,1992,128084,8436,104,220,3770,4342,119648,26802,74000,18846,"1,336,663"
Suffolk,1993,118482,7598,98,182,3650,3668,110884,24234,70198,16452,"1,346,667"
Suffolk,1994,103440,6308,92,116,2680,3420,97132,19992,65426,11714,"1,354,011"
Suffolk,1995,94374,5516,68,104,2198,3146,88858,15514,64890,8454,"1,361,391"
Suffolk,1996,90462,5134,88,98,2144,2804,85328,14882,62800,7646,"1,368,366"
Suffolk,1997,88530,5026,70,100,1982,2874,83504,15420,61208,6876,"1,377,203"
Suffolk,1998,83032,5460,68,318,1854,3220,77572,11102,60962,5508,"1,390,729"
Suffolk,1999,74886,4860,46,270,1776,2768,70026,10324,54088,5614,"1,406,161"
Suffolk,2000,72822,6098,56,236,1964,3842,66724,9810,51000,5914,"1,424,081"
Suffolk,2001,75310,6652,68,324,2094,4166,68658,10542,51672,6444,"1,442,488"
Suffolk,2002,73414,6248,38,338,1992,3880,67166,10422,50516,6228,"1,456,745"
Suffolk,2003,70782,5950,58,284,2118,3490,64832,10278,48450,6104,"1,470,849"
Suffolk,2004,64032,5688,56,260,1916,3456,58344,8632,44182,5530,"1,478,215"
Suffolk,2005,64184,6218,64,206,2318,3630,57966,8588,44622,4756,"1,477,687"
Suffolk,2006,65192,6200,76,220,2284,3620,58992,8362,45662,4968,"1,475,626"
Suffolk,2007,62748,5314,60,218,1914,3122,57434,8132,44780,4522,"1,475,255"
Suffolk,2008,68030,5226,78,224,1970,2954,62804,9554,49046,4204,"1,480,218"
Suffolk,2009,65206,5480,66,170,2118,3126,59726,9110,47294,3322,"1,487,206"
Suffolk,2010,65276,4754,104,136,1754,2760,60522,9644,47682,3196,"1,495,577"
Suffolk,2011,62812,4434,64,126,1636,2608,58378,10216,45614,2548,"1,505,124"
Suffolk,2012,57770,4254,46,94,1514,2600,53516,8722,42424,2370,"1,508,218"
Suffolk,2013,52758,3868,54,106,1388,2320,48890,7220,39312,2358,"1,513,565"
Suffolk,2014,52242,3530,58,100,1266,2106,48712,6676,39550,2486,"1,516,702"
Suffolk,2015,48992,4020,50,334,1464,2172,44972,5182,37300,2490,"1,518,120"
Suffolk,2016,46184,3792,66,302,1224,2200,42392,4264,35782,2346,"1,517,810"
Suffolk,2017,42924,3498,44,322,1074,2058,39426,3358,33856,2212,"1,519,947"
Suffolk,2018,37954,3024,42,416,848,1718,34930,2440,30562,1928,"1,523,333"
Suffolk,2019,36388,2838,52,468,606,1712,33550,2130,29748,1672,"1,524,358"
Suffolk,2020,36296,2642,66,342,632,1602,33654,2254,28868,2532,"1,521,964"
Suffolk,2021,34228,2910,66,474,564,1806,31318,1686,27196,2436,"1,533,742"
Suffolk,2022,41764,2916,54,426,592,1844,38848,2036,33870,2942,"1,531,736"
Suffolk,2023,41998,3104,56,272,628,2148,38894,1632,34194,3068,"1,533,173"
Suffolk,2024,38426,2902,34,294,458,2116,35524,1420,31622,2482,"1,543,330"
Sullivan,1990,6338,600,6,36,78,480,5738,2200,3294,244,"69,545"
Sullivan,1991,6458,676,10,34,122,510,5782,2210,3396,176,"70,347"
Sullivan,1992,5744,668,8,48,110,502,5076,1894,3036,146,"71,416"
Sullivan,1993,6222,758,8,32,118,600,5464,2162,3092,210,"72,145"
Sullivan,1994,6230,762,10,50,84,618,5468,2316,2936,216,"72,152"
Sullivan,1995,6062,682,8,34,122,518,5380,2298,2916,166,"72,379"
Sullivan,1996,5878,796,0,44,106,646,5082,1968,2914,200,"72,758"
Sullivan,1997,5774,860,4,46,90,720,4914,1950,2806,158,"72,712"
Sullivan,1998,5056,554,8,30,80,436,4502,1534,2822,146,"72,974"
Sullivan,1999,4216,470,12,26,52,380,3746,1144,2478,124,"73,341"
Sullivan,2000,4404,570,4,36,102,428,3834,1202,2530,102,"74,134"
Sullivan,2001,3634,518,6,34,58,420,3116,786,2262,68,"74,143"
Sullivan,2002,3674,512,0,36,74,402,3162,946,2096,120,"74,452"
Sullivan,2003,4212,588,4,64,58,462,3624,1124,2326,174,"75,447"
Sullivan,2004,3760,546,4,62,62,418,3214,1030,2034,150,"76,265"
Sullivan,2005,4442,520,0,44,92,384,3922,1130,2634,158,"76,780"
Sullivan,2006,4008,582,4,56,94,428,3426,978,2262,186,"77,231"
Sullivan,2007,4134,536,0,40,90,406,3598,984,2412,202,"77,991"
Sullivan,2008,3612,390,6,54,54,276,3222,1012,2094,116,"77,755"
Sullivan,2009,3088,372,6,44,56,266,2716,866,1782,68,"77,647"
Sullivan,2010,3416,438,6,48,68,316,2978,868,2008,102,"77,551"
Sullivan,2011,3880,402,4,40,52,306,3478,1098,2292,88,"77,416"
